title,link,description,date,source,content,summary
Aditi Ashok's 'bogey' derails - Times of India,https://news.google.com/rss/articles/CBMieWh0dHBzOi8vbS50aW1lc29maW5kaWEuY29tL3Nwb3J0cy9hc2lhbi1nYW1lcy0yMDIzL2luZGlhLWFzaWFuLWdhbWVzL2FkaXRpLWFzaG9rcy1ib2dleS1kZXJhaWxzL2FydGljbGVzaG93LzEwNDA5ODIyMi5jbXPSAX1odHRwczovL20udGltZXNvZmluZGlhLmNvbS9zcG9ydHMvYXNpYW4tZ2FtZXMtMjAyMy9pbmRpYS1hc2lhbi1nYW1lcy9hZGl0aS1hc2hva3MtYm9nZXktZGVyYWlscy9hbXBfYXJ0aWNsZXNob3cvMTA0MDk4MjIyLmNtcw?oc=5," href=""https://news.google.com/rss/articles/CBMieWh0dHBzOi8vbS50aW1lc29maW5kaWEuY29tL3Nwb3J0cy9hc2lhbi1nYW1lcy0yMDIzL2luZGlhLWFzaWFuLWdhbWVzL2FkaXRpLWFzaG9rcy1ib2dleS1kZXJhaWxzL2FydGljbGVzaG93LzEwNDA5ODIyMi5jbXPSAX1odHRwczovL20udGltZXNvZmluZGlhLmNvbS9zcG9ydHMvYXNpYW4tZ2FtZXMtMjAyMy9pbmRpYS1hc2lhbi1nYW1lcy9hZGl0aS1hc2hva3MtYm9nZXktZGVyYWlscy9hbXBfYXJ0aWNsZXNob3cvMTA0MDk4MjIyLmNtcw?oc=5"" target=""_blank"">Aditi Ashok's 'bogey' derails</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Times of India</font",2023-10-02 03:51:00+00:00,Times of India,,No Content
"Asian Games: Aditi Ashok slips on final day, signs off with silver in women's golf - Telegraph India",https://news.google.com/rss/articles/CBMigQFodHRwczovL3d3dy50ZWxlZ3JhcGhpbmRpYS5jb20vc3BvcnRzL2FzaWFuLWdhbWVzLWFkaXRpLWFzaG9rLXNsaXBzLW9uLWZpbmFsLWRheS1zaWducy1vZmYtd2l0aC1zaWx2ZXItaW4td29tZW5zLWdvbGYvY2lkLzE5NzA0MzbSAYUBaHR0cHM6Ly93d3cudGVsZWdyYXBoaW5kaWEuY29tL2FtcC9zcG9ydHMvYXNpYW4tZ2FtZXMtYWRpdGktYXNob2stc2xpcHMtb24tZmluYWwtZGF5LXNpZ25zLW9mZi13aXRoLXNpbHZlci1pbi13b21lbnMtZ29sZi9jaWQvMTk3MDQzNg?oc=5," href=""https://news.google.com/rss/articles/CBMigQFodHRwczovL3d3dy50ZWxlZ3JhcGhpbmRpYS5jb20vc3BvcnRzL2FzaWFuLWdhbWVzLWFkaXRpLWFzaG9rLXNsaXBzLW9uLWZpbmFsLWRheS1zaWducy1vZmYtd2l0aC1zaWx2ZXItaW4td29tZW5zLWdvbGYvY2lkLzE5NzA0MzbSAYUBaHR0cHM6Ly93d3cudGVsZWdyYXBoaW5kaWEuY29tL2FtcC9zcG9ydHMvYXNpYW4tZ2FtZXMtYWRpdGktYXNob2stc2xpcHMtb24tZmluYWwtZGF5LXNpZ25zLW9mZi13aXRoLXNpbHZlci1pbi13b21lbnMtZ29sZi9jaWQvMTk3MDQzNg?oc=5"" target=""_blank"">Asian Games: Aditi Ashok slips on final day, signs off with silver in women's golf</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Telegraph India</font",2023-10-02 03:33:36+00:00,Telegraph India,"Aditi Ashok’s fortunes tumbled on the final day as she carded a five-over 77 to sign off with a silver for India’s first medal in women’s golf at the Asian Games here on Sunday. Coming into the final day with a commanding seven-stroke lead, Aditi saw the advantage evaporate as she stumbled upon four bogeys and a double bogey against a lone birdie to slip to the second position. ADVERTISEMENT In the forefront for the gold medal after three days, Aditi’s slump also saw the team slip from first to fourth and end without a medal. India’s other two players, Pranavi Urs (75) and Avani Prashanth (76), also had a rough day in the final round. Pranavi finished 13th and Avani was tied 18th. In the men’s section, Anirban Lahiri (65-67-74-68) was tied 12th while SSP Chawrasia (67-72-68-75) dropped to tied 28. Khalin Joshi (70-69-69-73) was tied 27th and Shubhankar Sharma (68-69-76-73) was 32nd. The Indian men ended seventh as Korea took gold while Thailand were second and Hong Kong third. It was a difficult day for scoring, as only six players shot under par and only two went into the 60s in the women’s competition. One of them was the 21-year-old Arpichaya Yubol of Thailand, who like Aditi plays on the LPGA Tour. Yubol shot 68 in the final round and won the gold ahead of the Indian. The bronze medal was claimed by Korea’s Hyunjo Yoo (65) who had the best round of the final day. Asked what her medal means for golf in India, Aditi said, “I do think it means something for golf, and hopefully, it gets more support and recognition back home in India. “Even the women’s team, I think we finished fourth, one position off from a medal, and that’s all positive.” She is hoping to translate her Hangzhou Games medal into Paris 2024 Olympics success. “These type of events are so different from regular golf tournaments. Just being able to have a good performance, living in the athletes’ village, playing on a course I’ve never played before … hopefully having this experience will translate to something good (in Paris), too,” she said. Having enjoyed a fine run in the first three days, Aditi faltered when it mattered the most. She started the final day with a clear lead of four shots but missed multiple putts to squander the advantage. On shooting 77 in her final round, she said, “It wasn’t a good day. I played bad. There’s no way around saying it. But overall if I look at my four-day score it’s pretty good. Seventeen under at the start of the week I would have taken that. “It’s just that when you shoot five over on the last day it doesn’t feel as good. “You’re never totally happy unless you win so I’m not too happy right now. I’m sure some day I’ll look back and think it was a good week but silver is not better than gold. “When I got fourth in Tokyo (Olympic Games) I wasn’t inconsistent like today. There, it was just four good rounds and somebody else was a few shots better. Today I kind of threw it away.”","Aditi Ashok cards a five-over 77 to sign off with a silver for India's first medal in women's golf at the Asian Games. India's other two players, Pranavi Urs (75) and Avani Prashanth (76), also had a rough day in the final round."
Asian Games 2023 cricket schedule: Know match start times in India - Olympics,https://news.google.com/rss/articles/CBMiW2h0dHBzOi8vb2x5bXBpY3MuY29tL2VuL25ld3MvYXNpYW4tZ2FtZXMtMjAyMy1oYW5nemhvdS1jcmlja2V0LXNjaGVkdWxlLWZpeHR1cmVzLW1hdGNoLXRpbWXSAQA?oc=5," href=""https://news.google.com/rss/articles/CBMiW2h0dHBzOi8vb2x5bXBpY3MuY29tL2VuL25ld3MvYXNpYW4tZ2FtZXMtMjAyMy1oYW5nemhvdS1jcmlja2V0LXNjaGVkdWxlLWZpeHR1cmVzLW1hdGNoLXRpbWXSAQA?oc=5"" target=""_blank"">Asian Games 2023 cricket schedule: Know match start times in India</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Olympics</font",2023-09-21 07:00:00+00:00,Olympics,,No Content
Beginners guide to archery at the Asian Games in Hangzhou - World Archery,https://news.google.com/rss/articles/CBMiV2h0dHBzOi8vd3d3LndvcmxkYXJjaGVyeS5zcG9ydC9uZXdzLzIwMTM5OS9iZWdpbm5lcnMtZ3VpZGUtYXJjaGVyeS1hc2lhbi1nYW1lcy1oYW5nemhvddIBAA?oc=5," href=""https://news.google.com/rss/articles/CBMiV2h0dHBzOi8vd3d3LndvcmxkYXJjaGVyeS5zcG9ydC9uZXdzLzIwMTM5OS9iZWdpbm5lcnMtZ3VpZGUtYXJjaGVyeS1hc2lhbi1nYW1lcy1oYW5nemhvddIBAA?oc=5"" target=""_blank"">Beginners guide to archery at the Asian Games in Hangzhou</a>&nbsp;&nbsp;<font color=""#6f6f6f"">World Archery</font",2023-09-29 09:50:38+00:00,World Archery,"News Beginners guide to archery at the Asian Games in Hangzhou 29 September 2023 Hangzhou, China Real name : Chris Wells The archery competitions at the 2022 Asian Games – they are taking place in late 2023, but retain their initial pre-pandemic-delay year tag of 2022 – run during the first week of October in the Chinese city of Hangzhou. It’s redemption time for the Korean recurve women, long the cream of the international crop. They had a disastrous campaign at the world championships, failing to secure either an Olympic quota or any podium at all – no medal in the team or the individual events. Juxtapose that against the phenomenal rise of India this season… Three senior World Archery Champion crowns, including both the compound women’s and compound men’s individual titles courtesy Pravin Deotale and 18-year-old Aditi Swami . The country has never had an individual Asian Games winner before, only one team result in 2014. But this is India’s year. These Asian Games are the first in the multisport event’s 45-year archery history (the sport joined at the eighth edition in 1978) to award 10 gold medals, offering a full slate for both recurve and compound archers in individual, mixed team and team competitions. Key information What’s happening? The archery competitions at the 19th edition of the Asian Games on 1-7 October 2023 at Fuyang Yinhu Sports Centre in Hangzhou, China. What’s at stake? A full slate of 10 Asian Games Champion titles – five for recurve and five for compound – for the very first time, and six quota places for the Paris 2024 Olympic Games . Who’s competing? A total of 283 archers – 148 men and 135 women – from 33 countries, with 168 competing in the recurve and 115 in the compound events. What’s the story? Delayed one year due to border closures implemented by China during the pandemic, the Asian Games now fall squarely into the qualification period for the Paris 2024 Olympics . There are six quota spots available, to the recurve mixed team winner, as well as another two archers ranked highly in the individual events. But this mulitsport Games is very much seen as a continental versions of the Olympics themselves, and securing medals in Hangzhou is of the utmost important to teams from across Asia. Defending champions The winners at the 2018 Asian Games in Jakarta , where no individual titles were awarded to compound archers: Recurve men: Kim Woojin , Korea Recurve women: Zhang Xinyan , China Recurve men’s team: Korea Recurve women’s team: Korea Recurve mixed team: Japan Compound men’s team: Korea Compound women’s team: Korea Compound mixed team: Chinese Taipei The compound champions at the 2014 Asian Games in Incheon : Compound men: Esmaeil Ebadi , Iran Compound women: Choi Bomin , Korea Event schedule Sunday 1 October: Qualification Monday 2 October: Elimination Tuesday 3 October: Elimination Wednesday 4 October: Mixed team finals (Olympic quotas) Thursday 5 October: Compound team finals Friday 6 October: Recurve team finals Saturday 7 October: Finals (Olympic quotas) The line-up These are the top-ranked individual archers competing in Hangzhou (as of Thursday 28 September): Recurve men: Kim Woojin , Korea (world rank: 3) Recurve women: Lim Sihyeon , Korea (world rank: 3) Compound men: Abhishek Verma , India (world rank: 5) Compound women: J yothi Surekha Vennam , India (world rank: 4) These are the nations that will contest the team medals: Recurve men’s team (18): Bangladesh, China, Chinese Taipei, DPR Korea, Hong Kong China, Indonesia, Iran, Japan, Kazakshan, Korea, Malaysia, Mongolia, Pakistan, Saudi Arabia, Qatar, Thailand, Uzbekistan and Vietnam. Recurve women’s team (17): Bangladesh, China, Chinese Taipei, DPR Korea, Hong Kong China, Indonesia, Iran, Japan, Kazakshan, Korea, Malaysia, Mongolia, Saudi Arabia, Qatar, Thailand, Uzbekistan and Vietnam. Recurve mixed team (23): Bangladesh, Bhutan, China, Chinese Taipei, DPR Korea, Hong Kong China, Indonesia, Iran, Japan, Kazakhstan, Korea, Kyrgyz Republic, Malaysia, Mongolia, Myanmar, Nepal, Pakistan, Qatar, Saudi Arabia, Thailand, UAE, Uzbekistan and Vietnam. Compound men’s team (15): Bangladesh, Bhutan, Chinese Taipei, Hong Kong China, Indonesia, Iran, Kazakhstan, Korea, Malaysia, Mongolia, Qatar, Saudi Arabia, Singapore, Thailand and Vietnam. Compound women’s team (9): Bangladesh, Chinese Taipei, Hong Kong China, Indonesia, Kazakhstan, Korea, Mongolia, Thailand and Vietnam. Compound mixed team (17): Bangladesh, Chinese Taipei, Hong Kong China, Indonesia, Iran, Iraq, Kazakhstan, Korea, Malaysia, Mongolia, Nepal, Qatar, Philipines, Singapore, Thailand, UAE and Vietnam. Storylines 1) Who goes through? There’s an unusual system in place at the Asian Games, which sees only the top two individuals in each team after qualification proceed through to the matchplay bracket. So even though a country may enter four archers in a single event, there is no chance that one nation can sweep the podium. 2) The significance. It is not easy to explain how important an Asian Games medal is across the continent – but they are particularly valuable in China, which holds national multisport games (kind of a country-wide Olympics) between provinces every four years. The medal table from that Chinese-only event also includes other major results secured during the period – but not all podiums are equal. An Olympic gold medal is worth three national games gold medals. An Asian Games gold medal? Two. 3) Path to Paris. Try and find one person (who has some interest in this sport) who thought the Korean women would be arriving in Hangzhou without a quota place for the 2024 Olympics. The best bit is – it’s not even guaranteed here, either. If the results in China end up identical to the results from the last Asian Games, five years ago in Jakarta, the Korean women would be leaving the competition without a quota place, too! 4) Aditi Swami. One way or another, India will find itself in the spotlight during the competition week. But wouldn’t it be wonderful if reigning under-18 world champion and senior World Archery Champion Swami added yet another major – and historic – victory in 2023. She’s already a near-lock for the breakout of the season award, why not make an even stronger case for the overall athlete of the year trophy? Competition format Archers at the Asian Games use either a recurve or compound bow and compete in the discipline of target archery . The recurve competitions take place over 70 metres and matches are decided using the set system . The compound competitions take place over 50 metres and matches are decided using cumulative scoring . A 72-arrow qualifying round is used to rank and seed athletes (and teams) for the matchplay phase. Archers then progress through head-to-head brackets, with the loser of each match eliminated and the winner advancing until a champion is crowned. During recurve set system matches, the goal is to accrue a target number of set points, which is six in the individual events and five in the mixed team and team events. Individual archers shoot sets of three arrows, mixed teams (pairs) sets of four arrows (two each), and teams (three athletes) sets of six arrows (two each). The archer or team with the highest arrow score in a set is awarded two set points, or one each for a draw. During compound cumulative scoring matches, the goal is to accrue the highest total arrow score over a set number of arrows. Individual archers shoot matches of 15 arrows, split into five ends of three; mixed teams shoot matches of 16 arrows, split into four ends of four (two each); and teams shoot matches of 24 arrows, split into four ends of six (two each). Equipment Archers competing at the Asian Games use a recurve or compound bow. The recurve bow is the modern evolution of traditional bows that have existed for 1000s of years. The limbs positioned at the top and bottom of the bow curve back away from the archer at each tip. This is what gives the ‘re-curve’ its name. Recurve has been the bowstyle used at the Olympic Games since archery’s reintroduction to the programme in 1972. It has featured at the Asian Games since 1978. The compound bow was invented in the 1960s as a more mechanically efficient piece of archery equipment. The design uses a levering system of pulleys and cables, making it faster and decidedly more accurate than other types of bow. Archers also use mechanical release aids and magnified sights. Compound was added to the World Archery Championships in 1995. It made its debut at the Asian Games in 2014. Competition at the 2022 Asian Games starts with qualifying on Sunday 1 October 2023. Event preview Asian Games Competitions Hangzhou 2022 Asian Games Hangzhou 2 - 8 Oct 2023 Multisport Continental Event You may also like Latest news News Preview: European field and 3D in Italy 15 September 2023 News Hermosillo 2023: Recurve men preview 7 September 2023 News Hermosillo 2023: Recurve women preview 6 September 2023 News Hermosillo 2023: Compound men preview 5 September 2023 News Hermosillo 2023: Compound women preview 4 September 2023 News Hermosillo 2023: Beginners guide 1 September 2023 News Berlin 2023: Beginners guide 17 July 2023 News Pilsen 2023: First 2024 Paralympic quotas 13 July 2023 News Preview: Limerick hosts youth worlds 27 June 2023","The archery competitions at the 19th edition of the Asian Games will take place in Hangzhou, China on 1-7 October 2023. The Asian Games are the first in the multisport event’s 45-year archery history to award 10 gold medals. A total of 283 archers – 148 men and 135 women – from 33 countries will compete in the recurve and compound events."
"Hangzhou Asian Games: Champion, mentor, senior pro: At 37, Saurav Ghosal, flagbearer of Indian squash, is all this and much more - The Hindu",https://news.google.com/rss/articles/CBMiuQFodHRwczovL3d3dy50aGVoaW5kdS5jb20vc3BvcnQvb3RoZXItc3BvcnRzL2hhbmd6aG91LWFzaWFuLWdhbWVzLWNoYW1waW9uLW1lbnRvci1zZW5pb3ItcHJvLWF0LTM3LXNhdXJhdi1naG9zYWwtZmxhZ2JlYXJlci1vZi1pbmRpYW4tc3F1YXNoLWlzLWFsbC10aGlzLWFuZC1tdWNoLW1vcmUvYXJ0aWNsZTY3MzYyMTQ0LmVjZdIBvgFodHRwczovL3d3dy50aGVoaW5kdS5jb20vc3BvcnQvb3RoZXItc3BvcnRzL2hhbmd6aG91LWFzaWFuLWdhbWVzLWNoYW1waW9uLW1lbnRvci1zZW5pb3ItcHJvLWF0LTM3LXNhdXJhdi1naG9zYWwtZmxhZ2JlYXJlci1vZi1pbmRpYW4tc3F1YXNoLWlzLWFsbC10aGlzLWFuZC1tdWNoLW1vcmUvYXJ0aWNsZTY3MzYyMTQ0LmVjZS9hbXAv?oc=5," href=""https://news.google.com/rss/articles/CBMiuQFodHRwczovL3d3dy50aGVoaW5kdS5jb20vc3BvcnQvb3RoZXItc3BvcnRzL2hhbmd6aG91LWFzaWFuLWdhbWVzLWNoYW1waW9uLW1lbnRvci1zZW5pb3ItcHJvLWF0LTM3LXNhdXJhdi1naG9zYWwtZmxhZ2JlYXJlci1vZi1pbmRpYW4tc3F1YXNoLWlzLWFsbC10aGlzLWFuZC1tdWNoLW1vcmUvYXJ0aWNsZTY3MzYyMTQ0LmVjZdIBvgFodHRwczovL3d3dy50aGVoaW5kdS5jb20vc3BvcnQvb3RoZXItc3BvcnRzL2hhbmd6aG91LWFzaWFuLWdhbWVzLWNoYW1waW9uLW1lbnRvci1zZW5pb3ItcHJvLWF0LTM3LXNhdXJhdi1naG9zYWwtZmxhZ2JlYXJlci1vZi1pbmRpYW4tc3F1YXNoLWlzLWFsbC10aGlzLWFuZC1tdWNoLW1vcmUvYXJ0aWNsZTY3MzYyMTQ0LmVjZS9hbXAv?oc=5"" target=""_blank"">Hangzhou Asian Games: Champion, mentor, senior pro: At 37, Saurav Ghosal, flagbearer of Indian squash, is all this and much more</a>&nbsp;&nbsp;<font color=""#6f6f6f"">The Hindu</font",2023-09-29 13:49:00+00:00,The Hindu,,No Content
Festive demand steers passenger vehicle wholesales to record high in Sept - Business Standard,https://news.google.com/rss/articles/CBMijQFodHRwczovL3d3dy5idXNpbmVzcy1zdGFuZGFyZC5jb20vaW5kdXN0cnkvYXV0by9mZXN0aXZlLWRlbWFuZC1zdGVlcnMtcGFzc2VuZ2VyLXZlaGljbGUtd2hvbGVzYWxlcy10by1yZWNvcmQtaGlnaC1pbi1zZXB0LTEyMzEwMDEwMDcyN18xLmh0bWzSAZEBaHR0cHM6Ly93d3cuYnVzaW5lc3Mtc3RhbmRhcmQuY29tL2FtcC9pbmR1c3RyeS9hdXRvL2Zlc3RpdmUtZGVtYW5kLXN0ZWVycy1wYXNzZW5nZXItdmVoaWNsZS13aG9sZXNhbGVzLXRvLXJlY29yZC1oaWdoLWluLXNlcHQtMTIzMTAwMTAwNzI3XzEuaHRtbA?oc=5," href=""https://news.google.com/rss/articles/CBMijQFodHRwczovL3d3dy5idXNpbmVzcy1zdGFuZGFyZC5jb20vaW5kdXN0cnkvYXV0by9mZXN0aXZlLWRlbWFuZC1zdGVlcnMtcGFzc2VuZ2VyLXZlaGljbGUtd2hvbGVzYWxlcy10by1yZWNvcmQtaGlnaC1pbi1zZXB0LTEyMzEwMDEwMDcyN18xLmh0bWzSAZEBaHR0cHM6Ly93d3cuYnVzaW5lc3Mtc3RhbmRhcmQuY29tL2FtcC9pbmR1c3RyeS9hdXRvL2Zlc3RpdmUtZGVtYW5kLXN0ZWVycy1wYXNzZW5nZXItdmVoaWNsZS13aG9sZXNhbGVzLXRvLXJlY29yZC1oaWdoLWluLXNlcHQtMTIzMTAwMTAwNzI3XzEuaHRtbA?oc=5"" target=""_blank"">Festive demand steers passenger vehicle wholesales to record high in Sept</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Business Standard</font",2023-10-01 14:03:58+00:00,Business Standard,,No Content
Asian Games: All you need to know about Hangzhou 2022 - ESPN - ESPN India,https://news.google.com/rss/articles/CBMidWh0dHBzOi8vd3d3LmVzcG4uaW4vZXNwbi9zdG9yeS9fL2lkLzM4NDU3NzE4L2FzaWFuLWdhbWVzLWFsbC1uZWVkLWtub3ctc2NoZWR1bGUtZml4dHVyZXMtbWVkYWxzLXRpbWluZ3MtaGFuZ3pob3UtMjAyMtIBggFodHRwczovL3d3dy5lc3BuLmluL2VzcG4vc3RvcnkvXy9pZC8zODQ1NzcxOC9hc2lhbi1nYW1lcy1hbGwtbmVlZC1rbm93LXNjaGVkdWxlLWZpeHR1cmVzLW1lZGFscy10aW1pbmdzLWhhbmd6aG91LTIwMjI_cGxhdGZvcm09YW1w?oc=5," href=""https://news.google.com/rss/articles/CBMidWh0dHBzOi8vd3d3LmVzcG4uaW4vZXNwbi9zdG9yeS9fL2lkLzM4NDU3NzE4L2FzaWFuLWdhbWVzLWFsbC1uZWVkLWtub3ctc2NoZWR1bGUtZml4dHVyZXMtbWVkYWxzLXRpbWluZ3MtaGFuZ3pob3UtMjAyMtIBggFodHRwczovL3d3dy5lc3BuLmluL2VzcG4vc3RvcnkvXy9pZC8zODQ1NzcxOC9hc2lhbi1nYW1lcy1hbGwtbmVlZC1rbm93LXNjaGVkdWxlLWZpeHR1cmVzLW1lZGFscy10aW1pbmdzLWhhbmd6aG91LTIwMjI_cGxhdGZvcm09YW1w?oc=5"" target=""_blank"">Asian Games: All you need to know about Hangzhou 2022 - ESPN</a>&nbsp;&nbsp;<font color=""#6f6f6f"">ESPN India</font",2023-09-22 07:00:00+00:00,ESPN India,,No Content
"HISTORY! India smash their highest-ever medal tally at Asian Games, dream of 100 - Hindustan Times",https://news.google.com/rss/articles/CBMinwFodHRwczovL3d3dy5oaW5kdXN0YW50aW1lcy5jb20vc3BvcnRzL290aGVycy9pbmRpYS1jcmVhdGUtaGlzdG9yeS1zbWFzaC10aGVpci1oaWdoZXN0LWV2ZXItbWVkYWwtdGFsbHktYXQtYXNpYW4tZ2FtZXMtY2FuLWRyZWFtLW9mLWNlbnR1cnktMTAxNjk2MzkxNDIxMjM2Lmh0bWzSAaMBaHR0cHM6Ly93d3cuaGluZHVzdGFudGltZXMuY29tL3Nwb3J0cy9vdGhlcnMvaW5kaWEtY3JlYXRlLWhpc3Rvcnktc21hc2gtdGhlaXItaGlnaGVzdC1ldmVyLW1lZGFsLXRhbGx5LWF0LWFzaWFuLWdhbWVzLWNhbi1kcmVhbS1vZi1jZW50dXJ5LTEwMTY5NjM5MTQyMTIzNi1hbXAuaHRtbA?oc=5," href=""https://news.google.com/rss/articles/CBMinwFodHRwczovL3d3dy5oaW5kdXN0YW50aW1lcy5jb20vc3BvcnRzL290aGVycy9pbmRpYS1jcmVhdGUtaGlzdG9yeS1zbWFzaC10aGVpci1oaWdoZXN0LWV2ZXItbWVkYWwtdGFsbHktYXQtYXNpYW4tZ2FtZXMtY2FuLWRyZWFtLW9mLWNlbnR1cnktMTAxNjk2MzkxNDIxMjM2Lmh0bWzSAaMBaHR0cHM6Ly93d3cuaGluZHVzdGFudGltZXMuY29tL3Nwb3J0cy9vdGhlcnMvaW5kaWEtY3JlYXRlLWhpc3Rvcnktc21hc2gtdGhlaXItaGlnaGVzdC1ldmVyLW1lZGFsLXRhbGx5LWF0LWFzaWFuLWdhbWVzLWNhbi1kcmVhbS1vZi1jZW50dXJ5LTEwMTY5NjM5MTQyMTIzNi1hbXAuaHRtbA?oc=5"" target=""_blank"">HISTORY! India smash their highest-ever medal tally at Asian Games, dream of 100</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Hindustan Times</font",2023-10-04 04:02:54+00:00,Hindustan Times,,No Content
"India's best-ever medal tally in Asian Games, now stands at 73: LIVE updates | Mint - Mint",https://news.google.com/rss/articles/CBMiggFodHRwczovL3d3dy5saXZlbWludC5jb20vc3BvcnRzL25ld3MvaW5kaWFzLWJlc3QtZXZlci1tZWRhbC10YWxseS1pbi1hc2lhbi1nYW1lcy1ub3ctc3RhbmRzLWF0LTcxLWxpdmUtdXBkYXRlcy0xMTY5NjM5MTgwODY4OS5odG1s0gGGAWh0dHBzOi8vd3d3LmxpdmVtaW50LmNvbS9zcG9ydHMvbmV3cy9pbmRpYXMtYmVzdC1ldmVyLW1lZGFsLXRhbGx5LWluLWFzaWFuLWdhbWVzLW5vdy1zdGFuZHMtYXQtNzEtbGl2ZS11cGRhdGVzL2FtcC0xMTY5NjM5MTgwODY4OS5odG1s?oc=5," href=""https://news.google.com/rss/articles/CBMiggFodHRwczovL3d3dy5saXZlbWludC5jb20vc3BvcnRzL25ld3MvaW5kaWFzLWJlc3QtZXZlci1tZWRhbC10YWxseS1pbi1hc2lhbi1nYW1lcy1ub3ctc3RhbmRzLWF0LTcxLWxpdmUtdXBkYXRlcy0xMTY5NjM5MTgwODY4OS5odG1s0gGGAWh0dHBzOi8vd3d3LmxpdmVtaW50LmNvbS9zcG9ydHMvbmV3cy9pbmRpYXMtYmVzdC1ldmVyLW1lZGFsLXRhbGx5LWluLWFzaWFuLWdhbWVzLW5vdy1zdGFuZHMtYXQtNzEtbGl2ZS11cGRhdGVzL2FtcC0xMTY5NjM5MTgwODY4OS5odG1s?oc=5"" target=""_blank"">India's best-ever medal tally in Asian Games, now stands at 73: LIVE updates | Mint</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Mint</font",2023-10-04 06:28:42+00:00,Mint,"India's best-ever medal tally in Asian Games, now stands at 73: LIVE updates 1 min read 04 Oct 2023, 09:44 AM IST Join us Livemint ,Edited By Sounak Mukhopadhyay India achieved the best-ever medal tally (72) in the history of the Asian Games. Check LIVE updates of all Indian medal wins in Hangzhou, China. Premium Hangzhou: India's Ojas Pravin Deotale and Jyothi Surekha Vennam pose with their gold medal during presentation ceremony of the mixed team compound archery event at the 19th Asian Games, in Hangzhou, China, Wednesday, Oct. 4, 2023. (PTI Photo/Shailendra Bhojak) (PTI Photo/Shailendra Bhojak)","India's best-ever medal tally in Asian Games, now stands at 73. Check LIVE updates of all Indian medal wins in Hangzhou, China."
"Asian Games 2023 live: Get Day 11 scores, results and updates of ... - Olympics",https://news.google.com/rss/articles/CBMiV2h0dHBzOi8vb2x5bXBpY3MuY29tL2VuL25ld3MvYXNpYW4tZ2FtZXMtMjAyMy1oYW5nemhvdS1saXZlLWluZGlhLXJlc3VsdHMtc2NvcmVzLWRheS0xMdIBAA?oc=5," href=""https://news.google.com/rss/articles/CBMiV2h0dHBzOi8vb2x5bXBpY3MuY29tL2VuL25ld3MvYXNpYW4tZ2FtZXMtMjAyMy1oYW5nemhvdS1saXZlLWluZGlhLXJlc3VsdHMtc2NvcmVzLWRheS0xMdIBAA?oc=5"" target=""_blank"">Asian Games 2023 live: Get Day 11 scores, results and updates of ...</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Olympics</font",2023-10-04 04:58:00+00:00,Olympics,,No Content
Asian Games 2023 LIVE: Praveen wins bronze in boxing after ... - Mint,https://news.google.com/rss/articles/CBMinQFodHRwczovL3d3dy5saXZlbWludC5jb20vc3BvcnRzL25ld3MvYXNpYW4tZ2FtZXMtMjAyMy1kYXktMTEtbGl2ZS11cGRhdGVzLWluZGlhLXZzLXNvdXRoLWtvcmVhLW5lZXJhai1jaG9wcmEtbG92bGluYS1hcmNoZXJ5LWJveGluZy1jaGluYS0xMTY5NjM4MTE4MjUxOC5odG1s0gEA?oc=5," href=""https://news.google.com/rss/articles/CBMinQFodHRwczovL3d3dy5saXZlbWludC5jb20vc3BvcnRzL25ld3MvYXNpYW4tZ2FtZXMtMjAyMy1kYXktMTEtbGl2ZS11cGRhdGVzLWluZGlhLXZzLXNvdXRoLWtvcmVhLW5lZXJhai1jaG9wcmEtbG92bGluYS1hcmNoZXJ5LWJveGluZy1jaGluYS0xMTY5NjM4MTE4MjUxOC5odG1s0gEA?oc=5"" target=""_blank"">Asian Games 2023 LIVE: Praveen wins bronze in boxing after ...</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Mint</font",2023-10-04 06:33:41+00:00,Mint,"LIVE UPDATES Asian Games 2023 Day 11 LIVE Updates: Praveen wins bronze in boxing after India's archery gold 1 min read . Updated: 04 Oct 2023, 12:19 PM IST Livemint Asian Games 2023 LIVE Updates: Boxer Praveen gets bronze after India's Anahat Singh and Abhay Singh win bronze medal in squash mixed doubles, with the country's medal tally at its best, that is, 73 so far. Premium Asian Games 2023 LIVE Updates: Bronze medallist India's Praveen Chithravel celebrates on the podium during the medal ceremony for the men's triple jump final athletics event during the 2022 Asian Games in Hangzhou in China's eastern Zhejiang province. (AFP)","Praveen gets bronze after India's Anahat Singh and Abhay Singh win bronze medal in squash mixed doubles. India's medal tally at its best, that is, 73 so far."
